MovieID,tmdbId,Genres,Title,overview,tagline
1717,4233.0,Comedy|Horror|Mystery|Thriller,Scream 2 (1997),"Two years after the first series of murders, as Sidney Prescott acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",Someone has taken their love of sequels one step too far.
1718,191874.0,Thriller,Stranger in the House (1997),A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,When the lights go out... the terror begins.
1719,10217.0,Drama,"Sweet Hereafter, The (1997)","A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",There is no such thing as the simple truth.
1721,597.0,Drama|Romance,Titanic (1997),"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",Nothing on Earth could come between them.
1722,714.0,Action|Adventure|Thriller,Tomorrow Never Dies (1997),A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.
1726,9922.0,Action|Adventure|Drama|Sci-Fi,"Postman, The (1997)","In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",The year is 2013. One man walked in off the horizon and hope came with him.
1727,547.0,Drama|Romance,"Horse Whisperer, The (1998)",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,
1729,184.0,Crime|Drama|Thriller,Jackie Brown (1997),"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",Six players on the trail of a half million in cash. There's only one question... Who's playing who?
1730,9746.0,Drama,Kundun (1997),"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",The destiny of a people lies in the heart of a boy.
1731,9438.0,Comedy,Mr. Magoo (1997),"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",You won't believe your eyes.
1732,115.0,Comedy|Crime,"Big Lebowski, The (1998)","Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","They figured he was a lazy, time-wasting slacker. They were right."
1733,26941.0,Drama|Romance,Afterglow (1997),A handyman with marital problems meets a housewife with the same.,A comedy of tears…
1734,27103.0,Comedy|Drama,My Life in Pink (Ma vie en rose) (1997),"Ludovic is waiting for a miracle. With six-year-old certainty, she believes she was meant to be a little girl -- and that the mistake will soon be corrected. But where she expects the miraculous, Ludo finds only rejection, isolation and guilt -- as the intense reactions of family, friends, and neighbors strip away every innocent lace and bauble.  As suburban prejudices close around them, family loves and loyalties are tested in the ever-escalating dramatic turns of Alain Berliner's critically acclaimed first feature. Winner of the Golden Globe for Best Foreign Language Film and a favorite at festivals around the world, this unique film experience delivers magic of the rarest sort through a story of difference, rejection, and childlike faith in miracles.",Sometimes you just have to be yourself.
1735,9410.0,Drama|Romance,Great Expectations (1998),"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",Let desire be your destiny.
1739,32302.0,Action|Children|Comedy,3 Ninjas: High Noon On Mega Mountain (1998),"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",Saving the day the ninja way!
1746,12538.0,Comedy,Senseless (1998),A student gets his senses enhanced by an experimental drug. But abuse is not an option.,A secret experiment gave him super senses. Then came the side-effects.
1747,586.0,Comedy,Wag the Dog (1997),"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.","A comedy about truth, justice and other special effects."
1748,2666.0,Adventure|Film-Noir|Sci-Fi|Thriller,Dark City (1998),"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",A world where the night never ends.
1752,11258.0,Action|Crime|Thriller,Hard Rain (1998),An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,A simple plan. An instant fortune. Just add water.
1753,9490.0,Comedy,Half Baked (1998),"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",They'll do anything to save their best bud.
1754,9411.0,Crime|Drama|Fantasy|Thriller,Fallen (1998),"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",Detective John Hobbes is searching for a criminal he's already met... already caught... and already killed.
